Name,Account Name,Account Industry,Net Revenue Per Quarter,Days Since Last Deal,New Customer,Successful Deals Closed,Will this customer continue to do business with us?
BdXQnEDh,Edge Communications,Electronics,79830,711,False,38,1
MPEkQcTg,United Oil & Gas Corp.,Education,75634,193,False,90,1
EMhJCiCX,United Oil & Gas Corp.,Media,73927,367,False,44,0
fRQDuNDt,Dickenson plc,Banking,39551,525,False,79,0
YbKmINOV,Dickenson plc,Electronics,80502,163,False,42,0
ssvygIMT,Burlington Textiles Corp of America,Electronics,61248,50,False,46,1
xpoaebHQ,University of Arizona,Technology,9426,358,False,71,0
OCrmXAIK,"United Oil & Gas, Singapore",Electronics,64413,406,False,36,1
nDmBnVgp,sForce,Consulting,71666,696,False,66,1
HbOOUwZP,Edge Communications,Finance,74920,206,False,48,1
iuLDZOVV,sForce,Technology,38491,736,False,23,1
QDCPITVz,United Oil & Gas Corp.,Chemicals,33655,-1,True,95,0
svwUuFRd,United Oil & Gas Corp.,Media,82057,360,False,62,1
WnuzTYGs,Burlington Textiles Corp of America,Chemicals,68191,577,False,57,1
jbgXTEsX,Burlington Textiles Corp of America,Finance,15907,392,False,96,1
sEFbycxE,Pyramid Construction Inc.,Engineering,36729,-1,True,39,1
rthJucai,Burlington Textiles Corp of America,Consulting,28375,767,False,54,1
OWkQDTQL,sForce,Electronics,76380,781,False,89,1
bBwNkXVK,Pyramid Construction Inc.,Electronics,80710,33,False,35,1
eOwuzvsP,GenePoint,Apparel,62496,-1,True,90,1
oxnQuSNL,University of Arizona,Chemicals,64571,788,False,71,1
RxLJFYbx,Dickenson plc,Chemicals,42509,536,False,65,1
xNZcxYSB,Grand Hotels & Resorts Ltd,Consulting,2928,423,False,49,1
vpsQUuuA,"United Oil & Gas, Singapore",Healthcare,63206,117,False,19,1
DIUITUSJ,"United Oil & Gas, UK",Government,74572,518,False,64,1
ddPguuNP,Burlington Textiles Corp of America,Banking,25316,746,False,38,1
sQhLyFmF,Edge Communications,Electronics,38834,584,False,59,1
ITclpCaV,Dickenson plc,Government,50592,373,False,30,1
TYHKmDvf,GenePoint,Education,99646,168,False,97,1
JhRpIurA,United Oil & Gas Corp.,Media,96261,208,False,41,0
FRMeIwUZ,Grand Hotels & Resorts Ltd,Technology,89370,320,False,27,1
ccVRNqYW,GenePoint,Retail,10932,352,False,12,1
xXmEWKId,sForce,Consulting,18265,154,False,42,1
rvcZvLyu,University of Arizona,Chemicals,8414,284,False,44,1
WHdiLBkr,"United Oil & Gas, Singapore",Healthcare,15944,496,False,58,1
iuIODlHM,sForce,Healthcare,54858,663,False,66,1
mVYxwYDh,Express Logistics and Transport,Government,80313,756,False,28,1
PWfQUVpV,Grand Hotels & Resorts Ltd,Finance,96582,679,False,39,1
wnogbwyt,Edge Communications,Government,49699,800,False,95,1
fxbNLtBa,United Oil & Gas Corp.,Healthcare,10519,606,False,5,1
pYYUVHfI,"United Oil & Gas, Singapore",Retail,42392,297,False,47,1
hZguUQDb,Pyramid Construction Inc.,Technology,8991,534,False,5,1
UtGuVFyJ,Edge Communications,Media,91922,402,False,98,1
vFJYyaiz,sForce,Healthcare,30714,302,False,2,1
PEWWldVC,GenePoint,Banking,49941,290,False,32,1
ozTFzYaL,Pyramid Construction Inc.,Chemicals,85715,787,False,80,1
ZVjzvUYn,Pyramid Construction Inc.,Banking,21160,776,False,67,1
lYKbAeSw,Express Logistics and Transport,Apparel,83395,646,False,28,1
sTnyyQsA,Express Logistics and Transport,Apparel,32420,517,False,90,1
NHoMyMvN,Edge Communications,Healthcare,46803,-1,True,73,0
sBLuPwbK,Grand Hotels & Resorts Ltd,Electronics,77050,154,False,72,1
qzJzYYeg,sForce,Finance,19513,-1,True,52,1
YQZioWwb,GenePoint,Education,79265,164,False,75,1
gnwQZdpB,Pyramid Construction Inc.,Technology,2329,482,False,73,1
aplqbCXh,"United Oil & Gas, UK",Consulting,15832,480,False,83,1
fJMAXTMR,sForce,Healthcare,24503,-1,True,89,1
GxismbHY,Pyramid Construction Inc.,Finance,67616,170,False,76,1
XYoTHIhq,"United Oil & Gas, UK",Education,17458,-1,True,44,0
hegCYwxE,Express Logistics and Transport,Engineering,1892,702,False,16,1
VLQRTMGO,"United Oil & Gas, UK",Technology,50847,-1,True,80,0
jhVhXfKi,Edge Communications,Engineering,96968,166,False,48,1
bRebsqeW,Express Logistics and Transport,Electronics,58018,20,False,32,1
ioRYFqsr,Pyramid Construction Inc.,Government,94730,253,False,65,1
uRLqKckw,Grand Hotels & Resorts Ltd,Education,56136,703,False,15,1
gOGgXQJS,University of Arizona,Retail,72883,-1,True,39,0
HadDbFlT,United Oil & Gas Corp.,Retail,81967,458,False,54,1
DwiMFCWq,"United Oil & Gas, UK",Government,82694,369,False,3,1
dEbroPSb,University of Arizona,Healthcare,4940,567,False,75,1
hraIIdAA,Pyramid Construction Inc.,Engineering,42861,678,False,16,1
sExBEsfs,Pyramid Construction Inc.,Retail,49195,-1,True,22,1
rZzxSDkY,Grand Hotels & Resorts Ltd,Media,35364,655,False,94,1
jtcXWjrJ,United Oil & Gas Corp.,Media,51038,361,False,16,1
VzlFFCZS,GenePoint,Media,56835,571,False,62,1
SQSvLNzd,"United Oil & Gas, Singapore",Technology,85221,343,False,59,0
SJmaMqIK,"United Oil & Gas, Singapore",Media,43324,412,False,50,1
iwEGFeXe,Express Logistics and Transport,Retail,51991,67,False,46,1
ODgyJMiI,Dickenson plc,Banking,96933,126,False,92,1
tgwlcOxl,GenePoint,Apparel,5086,633,False,18,1
oNQsNKqX,Pyramid Construction Inc.,Education,25918,664,False,5,1
LxyYMcPZ,Edge Communications,Banking,60892,756,False,100,1
fGQZCHMg,"United Oil & Gas, Singapore",Healthcare,34863,-1,True,37,1
dfLFNuKE,Pyramid Construction Inc.,Healthcare,87989,126,False,22,1
nWSfJWlM,Edge Communications,Chemicals,20127,294,False,7,1
bHbJDLjP,Grand Hotels & Resorts Ltd,Consulting,95391,478,False,7,1
eDgqWxBH,Dickenson plc,Retail,36575,211,False,26,1
NGysojDL,Edge Communications,Technology,70232,301,False,78,1
KrfscbJm,Burlington Textiles Corp of America,Retail,63783,89,False,24,0
QinGOaQX,GenePoint,Healthcare,56690,60,False,51,1
PFLaOGrx,United Oil & Gas Corp.,Education,18135,75,False,54,1
bndJyIFs,United Oil & Gas Corp.,Apparel,88759,27,False,41,0
bflfGCfN,sForce,Finance,6984,618,False,41,0
jlyMgqMx,Dickenson plc,Government,71109,258,False,44,0
wKDuLWGb,"United Oil & Gas, UK",Retail,26479,620,False,8,1
UXjwdfyv,"United Oil & Gas, UK",Finance,17252,-1,True,31,1
dJRetCLj,Edge Communications,Consulting,24007,662,False,56,1
KVpBKDGf,sForce,Government,69026,101,False,6,1
oRpLMfhk,Edge Communications,Education,43242,406,False,92,1
WnbwZLXu,Express Logistics and Transport,Consulting,39709,9,False,4,0
IEsISxAx,GenePoint,Media,24040,608,False,26,1
AgyqxtrZ,sForce,Electronics,79831,654,False,3,1
dNJWqEfk,"United Oil & Gas, Singapore",Retail,84440,29,False,63,1
CxJLtyjS,Express Logistics and Transport,Chemicals,65811,170,False,41,1
chkpuTDU,Express Logistics and Transport,Engineering,24918,796,False,64,1
VrxWlHST,Pyramid Construction Inc.,Government,76322,302,False,99,1
lNGnsVLN,University of Arizona,Government,58992,155,False,70,1
OPZWGaFy,GenePoint,Banking,25434,748,False,17,0
nsfMcQhq,sForce,Electronics,8697,449,False,55,1
aJwFiqSz,Dickenson plc,Media,97679,137,False,23,1
mRjXZTzW,sForce,Chemicals,34561,170,False,92,1
NtbXQhwk,"United Oil & Gas, UK",Electronics,64243,176,False,97,0
cDbKlKbc,United Oil & Gas Corp.,Media,84689,615,False,57,1
fmehgVJM,GenePoint,Chemicals,16615,423,False,71,1
TiBNRYsf,Grand Hotels & Resorts Ltd,Technology,82352,97,False,2,1
vqTYcnWN,Edge Communications,Retail,87980,587,False,7,1
RzEDJUAz,"United Oil & Gas, Singapore",Retail,45385,172,False,54,1
ArfgdTlN,Dickenson plc,Technology,79124,729,False,69,1
CsxwjkjC,Edge Communications,Chemicals,72383,731,False,93,1
UpETaYOW,Express Logistics and Transport,Consulting,32547,159,False,76,1
GbkSScVl,"United Oil & Gas, UK",Consulting,76709,-1,True,43,1
gpdOSGGU,Burlington Textiles Corp of America,Chemicals,42105,680,False,27,1
EMYBzwgZ,Grand Hotels & Resorts Ltd,Chemicals,35514,-1,True,6,1
WJlkWYre,Burlington Textiles Corp of America,Media,48407,627,False,86,1
PdCKapdX,"United Oil & Gas, UK",Consulting,73592,745,False,68,1
sGSbApmE,Grand Hotels & Resorts Ltd,Government,24578,11,False,65,1
amHiPfCI,"United Oil & Gas, Singapore",Engineering,78444,699,False,54,1
ICyHiamk,Edge Communications,Electronics,35824,1,False,88,1
zYHbjPZy,"United Oil & Gas, UK",Consulting,69168,701,False,48,1
eSoJhqDp,Dickenson plc,Apparel,53898,-1,True,70,1
IhoftouO,Dickenson plc,Education,31708,569,False,63,0
wwLrDcvu,University of Arizona,Technology,82196,281,False,75,1
gILAaVBr,"United Oil & Gas, UK",Education,42101,486,False,97,1
qldlWPbb,GenePoint,Banking,72398,5,False,45,1
ppDwmmYj,Express Logistics and Transport,Education,18393,26,False,79,1
sjOZVBwY,Dickenson plc,Finance,49294,487,False,5,1
EHgXrFnl,"United Oil & Gas, Singapore",Healthcare,30734,135,False,22,0
HlOyJPfg,Burlington Textiles Corp of America,Consulting,56061,717,False,5,1
REjDHgHL,GenePoint,Apparel,61533,338,False,28,1
FjxxEFZx,University of Arizona,Electronics,32254,731,False,18,1
cdgBrZxs,Burlington Textiles Corp of America,Education,19971,-1,True,80,1
PMbnpUyY,Express Logistics and Transport,Engineering,30350,439,False,17,1
yPiJVvaF,Edge Communications,Chemicals,84281,718,False,72,1
tYMRWgeI,Dickenson plc,Education,92273,155,False,45,0
qlCJDIjU,University of Arizona,Government,36097,-1,True,49,1
QtBlZaNx,United Oil & Gas Corp.,Engineering,2696,537,False,33,1
nUXPOkYs,Burlington Textiles Corp of America,Government,15525,120,False,86,1
oEgBorRg,Edge Communications,Education,42159,297,False,94,1
hDNhdQRs,Grand Hotels & Resorts Ltd,Government,49946,-1,True,41,1
zYuQwtST,Edge Communications,Technology,83573,247,False,66,1
hqLneCtI,"United Oil & Gas, Singapore",Banking,59195,62,False,42,0
XQdJeHDF,"United Oil & Gas, Singapore",Banking,71247,265,False,1,1
mmhbWBpd,Burlington Textiles Corp of America,Healthcare,79185,735,False,4,1
cZfmXpEj,"United Oil & Gas, Singapore",Healthcare,17197,316,False,82,1
vblCTxFT,Dickenson plc,Engineering,43619,789,False,51,1
uukziGEF,United Oil & Gas Corp.,Technology,72661,431,False,7,1
huGAdWhO,GenePoint,Technology,42893,327,False,80,1
XIadKLHu,Burlington Textiles Corp of America,Chemicals,64184,-1,True,54,1
lnIbcooW,GenePoint,Education,50392,159,False,2,0
lkXHqsba,Pyramid Construction Inc.,Engineering,70804,163,False,83,1
pgilNFHv,United Oil & Gas Corp.,Healthcare,95718,634,False,21,1
TvNKDGJK,Pyramid Construction Inc.,Electronics,47183,520,False,75,1
tAyVowuW,"United Oil & Gas, Singapore",Finance,15364,8,False,12,1
lhRDyDzs,GenePoint,Apparel,16557,467,False,95,1
kHlONyYH,United Oil & Gas Corp.,Chemicals,58406,288,False,7,1
nrzhlMbu,United Oil & Gas Corp.,Healthcare,22135,571,False,65,1
YPoHRcee,Pyramid Construction Inc.,Healthcare,2789,159,False,53,1
iALtbggy,Express Logistics and Transport,Retail,75097,641,False,46,1
yPvSanoZ,United Oil & Gas Corp.,Apparel,9667,84,False,93,1
XMMRIqdl,sForce,Finance,17775,-1,True,92,1
OTtuzEQk,"United Oil & Gas, Singapore",Banking,73865,627,False,1,1
uiusqAdX,GenePoint,Consulting,66760,704,False,22,1
VylRDZyA,Pyramid Construction Inc.,Chemicals,90156,408,False,24,1
yYkkoalH,"United Oil & Gas, UK",Chemicals,97988,255,False,40,0
ERvzSfXC,University of Arizona,Media,48626,347,False,54,1
xKxhofui,Edge Communications,Banking,27583,48,False,65,0
MBkerIeP,Express Logistics and Transport,Technology,81069,364,False,87,1
CNLoFSCE,University of Arizona,Technology,16684,631,False,89,0
cJynVzDJ,Express Logistics and Transport,Technology,31221,482,False,58,1
UETlDtIp,Edge Communications,Healthcare,55194,174,False,81,1
MQTJPMia,Burlington Textiles Corp of America,Media,37214,560,False,33,0
ooQXlmJE,"United Oil & Gas, Singapore",Consulting,92247,704,False,69,1
piYDnuuR,sForce,Chemicals,96335,758,False,88,1
CWJUQmVw,GenePoint,Technology,10105,-1,True,60,1
DIuoBzSU,University of Arizona,Electronics,36866,188,False,17,0
wegtHAJK,Pyramid Construction Inc.,Technology,49048,504,False,48,1
DoMTcgir,Pyramid Construction Inc.,Electronics,55994,575,False,9,1
hEPfwRGh,Pyramid Construction Inc.,Consulting,89720,530,False,23,0
YmMRBrvh,Burlington Textiles Corp of America,Banking,94896,578,False,19,1
mheaoLJl,"United Oil & Gas, Singapore",Banking,38360,314,False,1,1
qgCedMOL,United Oil & Gas Corp.,Education,32559,532,False,6,1
QNzmQsyI,Edge Communications,Technology,50773,98,False,81,1
VTWjeibB,United Oil & Gas Corp.,Finance,7012,747,False,46,1
iCFRJUQH,United Oil & Gas Corp.,Engineering,34976,551,False,17,1
kXFpxAiS,Edge Communications,Apparel,34086,-1,True,49,1
AOFScXtQ,GenePoint,Electronics,49106,67,False,18,0
ferPyQiX,Edge Communications,Chemicals,46421,181,False,54,1
OolLqnnd,Burlington Textiles Corp of America,Technology,76767,725,False,97,1
HwUiBzDk,Edge Communications,Media,26317,252,False,50,1
YbOdElzH,GenePoint,Consulting,71567,-1,True,94,1
LZOpxyis,United Oil & Gas Corp.,Finance,75518,470,False,31,1
DWImWRMJ,Grand Hotels & Resorts Ltd,Banking,77507,435,False,74,1
CngEedQz,United Oil & Gas Corp.,Banking,96043,787,False,85,1
lQNPTSKq,Dickenson plc,Healthcare,19857,580,False,10,1
qYuyRiNe,"United Oil & Gas, Singapore",Electronics,56743,470,False,60,1
vhVsDOpK,"United Oil & Gas, Singapore",Engineering,91510,-1,True,17,1
yeQStYfE,Pyramid Construction Inc.,Retail,90621,739,False,32,1
pEvjVqad,Burlington Textiles Corp of America,Technology,52050,578,False,2,0
cLmKXITU,"United Oil & Gas, UK",Consulting,95870,165,False,31,1
WDmnzlpV,Edge Communications,Education,12537,-1,True,87,1
gtAMWwWz,"United Oil & Gas, UK",Banking,6717,503,False,63,1
VQjglLPD,GenePoint,Government,48651,126,False,7,1
JpKLazBC,GenePoint,Media,3410,86,False,16,1
vFpXwGZR,sForce,Technology,27154,177,False,53,1
pbsabEIk,United Oil & Gas Corp.,Consulting,31325,365,False,26,1
MQGLQmMn,"United Oil & Gas, UK",Healthcare,14491,764,False,41,1
xjnwgIHt,University of Arizona,Technology,94907,581,False,5,1
VJooUIbr,Burlington Textiles Corp of America,Retail,16230,380,False,55,0
iyLWwsrO,Express Logistics and Transport,Engineering,92170,689,False,79,0
cwZEvDkc,Dickenson plc,Banking,21043,32,False,45,1
YJlXYoXI,Pyramid Construction Inc.,Retail,7762,475,False,44,1
NYCaFIyo,Grand Hotels & Resorts Ltd,Chemicals,65019,621,False,3,0
TFvKtRqu,sForce,Technology,9681,571,False,3,0
BBdSIyFC,GenePoint,Media,53373,27,False,10,1
wLixWVMi,Pyramid Construction Inc.,Banking,13303,143,False,47,1
BMOkdNlv,sForce,Consulting,45339,343,False,35,1
XXXYwGpS,Edge Communications,Chemicals,1989,371,False,68,1
mtSPEBfa,GenePoint,Apparel,8293,136,False,26,1
ERejycld,sForce,Chemicals,93814,725,False,77,1
MNkaUsYg,Dickenson plc,Education,74484,-1,True,44,0
xdsRkXhm,GenePoint,Consulting,39224,258,False,78,1
EEHUBvlN,GenePoint,Media,91005,555,False,79,1
CAHdDdUW,Grand Hotels & Resorts Ltd,Retail,6298,206,False,63,1
bjvpvKVS,Edge Communications,Education,8174,100,False,80,1
GiIvqZxP,Express Logistics and Transport,Healthcare,28284,599,False,59,1
PDONwOtn,sForce,Retail,86369,604,False,42,0
gBkpmbLL,Edge Communications,Chemicals,21164,440,False,80,1
bIUZbceL,Edge Communications,Education,30976,-1,True,53,1
ofVSyPwC,GenePoint,Banking,47797,199,False,79,1
RuoUXruK,Edge Communications,Education,34612,321,False,15,0
VqybmZog,GenePoint,Consulting,43560,173,False,86,1
IwJsnhVJ,Burlington Textiles Corp of America,Electronics,97899,797,False,59,1
mXUBwQsZ,GenePoint,Apparel,59179,560,False,4,1
gSznTQmW,Express Logistics and Transport,Media,86840,207,False,35,0
MFWKYCfx,Burlington Textiles Corp of America,Finance,96782,13,False,16,1
lmQKWaFF,Pyramid Construction Inc.,Banking,69939,565,False,91,1
OtstDmZN,Dickenson plc,Government,7902,44,False,46,1
TXFXpMkz,"United Oil & Gas, Singapore",Engineering,56446,-1,True,94,1
GWijNEFH,GenePoint,Media,74994,365,False,5,1
ZaCFYqtq,"United Oil & Gas, Singapore",Apparel,93276,207,False,46,1
OiCGSvIr,Grand Hotels & Resorts Ltd,Media,80498,31,False,31,1
bQPnoPMO,Grand Hotels & Resorts Ltd,Engineering,96688,413,False,85,1
JWBecrCg,Grand Hotels & Resorts Ltd,Electronics,30720,127,False,15,1
itgSatPI,Grand Hotels & Resorts Ltd,Healthcare,20762,610,False,44,1
lbgGJMwx,University of Arizona,Banking,10644,679,False,27,1
lsmCPptt,sForce,Government,93326,751,False,89,1
DJCYCnlp,Burlington Textiles Corp of America,Retail,89758,160,False,94,1
ISBOYOWk,Edge Communications,Banking,16403,563,False,68,0
SbsXjBHs,University of Arizona,Healthcare,94811,448,False,5,0
xtRzYbIH,"United Oil & Gas, UK",Chemicals,24951,369,False,91,1
hADmbZYp,Burlington Textiles Corp of America,Engineering,41031,576,False,93,1
SGzXVPEr,"United Oil & Gas, UK",Retail,79146,796,False,26,1
DFbaCRmi,Pyramid Construction Inc.,Apparel,48920,515,False,33,1
JOQxDUJU,GenePoint,Apparel,22416,344,False,12,1
mshaFHIL,Express Logistics and Transport,Apparel,91367,122,False,93,1
aUnSHNZG,"United Oil & Gas, UK",Electronics,41760,260,False,60,1
CLpvkhLu,sForce,Government,37560,394,False,7,1
boigMWOo,University of Arizona,Consulting,44379,-1,True,6,1
cIsKGJYA,Express Logistics and Transport,Electronics,12133,134,False,24,1
CtZxhhtS,Grand Hotels & Resorts Ltd,Chemicals,17450,258,False,7,0
vqhQUjaM,Dickenson plc,Engineering,89677,121,False,43,1
zTFAAZzR,Edge Communications,Chemicals,72932,107,False,26,1
bMuVhLQs,Grand Hotels & Resorts Ltd,Consulting,73967,-1,True,90,1
OuvbPlkb,United Oil & Gas Corp.,Banking,74349,437,False,100,1
IeDWsVog,Express Logistics and Transport,Electronics,12812,472,False,85,1
cXgRavpl,United Oil & Gas Corp.,Retail,30670,614,False,39,0
BLFryFBL,Pyramid Construction Inc.,Technology,49558,13,False,89,1
ICRvyIyi,Burlington Textiles Corp of America,Finance,59547,31,False,22,1
eNxtGVQQ,"United Oil & Gas, UK",Consulting,82184,593,False,17,1
sMPOHffT,Grand Hotels & Resorts Ltd,Apparel,87612,216,False,3,1
dyTIWioe,United Oil & Gas Corp.,Technology,5832,322,False,74,1
xnoidrAt,University of Arizona,Technology,16043,158,False,5,1
HooAQiUt,Grand Hotels & Resorts Ltd,Banking,53215,471,False,22,1
pRceuvWL,"United Oil & Gas, Singapore",Education,75681,446,False,92,1
xivwUWjI,"United Oil & Gas, UK",Finance,61304,57,False,26,0
McaCQopA,"United Oil & Gas, UK",Technology,47126,-1,True,42,1
WlsYLlWq,University of Arizona,Apparel,69591,486,False,22,1
RyFCPyNN,Grand Hotels & Resorts Ltd,Healthcare,72401,783,False,21,1
cowpbWDq,United Oil & Gas Corp.,Education,76213,743,False,43,1
yNwANWUf,Edge Communications,Education,67040,676,False,30,0
SmmlJMZI,"United Oil & Gas, UK",Technology,99247,532,False,100,1
jIrGjwhG,United Oil & Gas Corp.,Retail,19474,181,False,27,1
hBPiJGBP,Grand Hotels & Resorts Ltd,Education,38453,602,False,3,0
qQkodWXo,"United Oil & Gas, UK",Consulting,98050,450,False,54,1
yQdsWypP,Express Logistics and Transport,Chemicals,99206,208,False,65,1
SiHOEmoQ,United Oil & Gas Corp.,Chemicals,73373,371,False,5,1
oczyjWgW,University of Arizona,Consulting,98852,149,False,1,1
AdDjzfnv,"United Oil & Gas, Singapore",Technology,58565,383,False,55,1
lSPfIhXm,United Oil & Gas Corp.,Electronics,40653,146,False,89,1
LontTayM,sForce,Banking,7234,591,False,22,1
WXQcZxxq,sForce,Education,72820,408,False,94,1
eemeVmAq,"United Oil & Gas, Singapore",Apparel,52417,582,False,88,1
YOOYWoNY,"United Oil & Gas, UK",Engineering,84083,-1,True,58,1
AiWoClRf,GenePoint,Engineering,94893,538,False,23,1
WBuNtOap,Edge Communications,Finance,32356,256,False,18,1
AFJAjguC,sForce,Media,12555,416,False,76,1
rnlZjlMT,Express Logistics and Transport,Apparel,99197,375,False,76,1
UGDAJyHG,Pyramid Construction Inc.,Apparel,14426,284,False,25,1
OftaQVOt,Pyramid Construction Inc.,Banking,12043,345,False,11,1
aukxTqwJ,GenePoint,Apparel,68042,-1,True,35,1
ovvBMSXO,GenePoint,Education,31326,510,False,54,1
iKvsvxJL,Dickenson plc,Retail,95965,569,False,97,1
NTPxRBFT,Burlington Textiles Corp of America,Government,95388,769,False,40,0
ApFhFFGE,Dickenson plc,Engineering,41279,385,False,51,1
bBwZjStA,"United Oil & Gas, Singapore",Healthcare,58029,-1,True,94,1
XTfNonUL,"United Oil & Gas, Singapore",Apparel,3077,224,False,63,0
ZpdgnAhp,sForce,Education,27342,424,False,1,1
eIsqcekx,Dickenson plc,Finance,89612,97,False,91,1
EXjvnuhT,United Oil & Gas Corp.,Healthcare,70120,399,False,79,1
SKpCCVIM,GenePoint,Electronics,82018,6,False,50,1
eSoXUsCd,United Oil & Gas Corp.,Engineering,37125,469,False,100,1
KUiMTZHv,United Oil & Gas Corp.,Government,43651,-1,True,23,1
NMIAkHPn,sForce,Government,53049,361,False,99,1
rUHIxFrW,United Oil & Gas Corp.,Consulting,14098,39,False,98,1
blIXewJl,sForce,Government,81808,651,False,49,0
DzjaotSE,Pyramid Construction Inc.,Technology,80797,-1,True,54,1
Ifoakcst,"United Oil & Gas, Singapore",Engineering,83364,384,False,14,1
mXxTaUxB,"United Oil & Gas, UK",Healthcare,96476,313,False,74,1
JZTBQaBX,Edge Communications,Government,52460,495,False,97,1
mcKMCJvE,Burlington Textiles Corp of America,Media,62294,321,False,87,1
WnDZEddK,"United Oil & Gas, UK",Retail,68900,771,False,17,1
RgzOsaeT,Pyramid Construction Inc.,Engineering,26766,-1,True,84,1
FyuuvRQJ,"United Oil & Gas, UK",Education,56263,170,False,35,0
PWRVpPTJ,Grand Hotels & Resorts Ltd,Finance,89958,358,False,61,0
nUMkPCYo,"United Oil & Gas, UK",Government,17991,639,False,10,1
bjxjdMxj,Grand Hotels & Resorts Ltd,Government,84151,708,False,51,1
MsRGfOxu,sForce,Chemicals,81379,-1,True,98,1
jEOsWNUv,United Oil & Gas Corp.,Apparel,22320,363,False,63,1
LIkfwPnG,United Oil & Gas Corp.,Banking,27674,101,False,65,1
fAanlUqd,sForce,Education,81869,434,False,85,1
EOcSkDfA,Grand Hotels & Resorts Ltd,Healthcare,53078,785,False,78,1
sjGquCTC,GenePoint,Banking,17831,-1,True,60,1
pPwMFprt,GenePoint,Retail,20135,-1,True,13,0
HFnHufnT,Dickenson plc,Chemicals,76977,425,False,75,1
kMHyzyTr,Grand Hotels & Resorts Ltd,Education,88990,778,False,3,1
gCMfFssm,sForce,Banking,39125,729,False,77,1
VEWxKQSE,Pyramid Construction Inc.,Banking,10900,253,False,38,1
zCVvVxeL,"United Oil & Gas, UK",Electronics,19533,786,False,73,1
eUsnWFNQ,United Oil & Gas Corp.,Electronics,81188,729,False,46,1
UbGnfZlN,"United Oil & Gas, Singapore",Banking,24147,296,False,14,0
WgZLeoIJ,Dickenson plc,Government,79665,622,False,48,1
SghgqswN,"United Oil & Gas, UK",Healthcare,62992,561,False,46,1
eXgoPtqt,Edge Communications,Finance,50420,373,False,63,1
PLqaHiyr,Pyramid Construction Inc.,Government,34824,99,False,24,1
lumfreOg,Dickenson plc,Engineering,86409,532,False,47,0
xucCMBgu,United Oil & Gas Corp.,Education,43943,160,False,81,1
bTTDAjwG,"United Oil & Gas, Singapore",Government,54766,318,False,62,1
ihBqmDxx,United Oil & Gas Corp.,Engineering,1920,-1,True,56,1
HAZqOTtn,sForce,Education,43051,23,False,94,1
cbFVtwsa,Pyramid Construction Inc.,Government,20073,240,False,24,1
ZVmtPyYR,sForce,Consulting,91240,777,False,55,1
cWHYdIyx,Pyramid Construction Inc.,Technology,57723,36,False,79,1
bfjOMvCI,"United Oil & Gas, Singapore",Retail,2565,156,False,51,1
RkXuJSpr,Pyramid Construction Inc.,Healthcare,96605,403,False,7,1
LtbbnIhG,sForce,Media,96870,632,False,52,1
oMNpedZT,Pyramid Construction Inc.,Electronics,46265,184,False,16,0
pgCUdcNs,"United Oil & Gas, Singapore",Consulting,32033,202,False,90,1
nxRHoznS,Edge Communications,Consulting,1667,-1,True,7,1
QmcyxwkS,Edge Communications,Government,2941,413,False,79,0
GZJZIBrK,"United Oil & Gas, UK",Education,81148,173,False,100,1
cTFTQdtA,Express Logistics and Transport,Chemicals,15555,-1,True,73,1
PlLoCTYS,Express Logistics and Transport,Technology,39804,584,False,87,1
xobOOElL,sForce,Consulting,5504,428,False,92,1
KCkwnINE,Express Logistics and Transport,Consulting,87341,-1,True,43,1
yqRUWJxU,United Oil & Gas Corp.,Media,84212,269,False,45,1
WNgbavJT,Express Logistics and Transport,Electronics,95650,-1,True,87,0
xCMXKdgF,University of Arizona,Media,92787,798,False,63,0
aJuhunNa,"United Oil & Gas, UK",Electronics,32177,530,False,49,1
ktZrtbhB,GenePoint,Engineering,69987,22,False,18,1
RZwVFpQv,United Oil & Gas Corp.,Education,92919,782,False,39,0
bAxzqulw,United Oil & Gas Corp.,Education,54241,626,False,37,1
aeyxkaYS,Burlington Textiles Corp of America,Technology,86572,481,False,94,1
UZdVHEls,United Oil & Gas Corp.,Technology,91192,-1,True,32,1
pNyZhdCV,Pyramid Construction Inc.,Banking,39961,-1,True,86,0
EoQZgCBq,sForce,Consulting,90825,344,False,95,1
SGCljqUH,"United Oil & Gas, Singapore",Healthcare,53813,290,False,1,1
XHSzyyOa,Dickenson plc,Chemicals,62512,129,False,84,1
WSzYtGlT,GenePoint,Engineering,75283,700,False,50,1
CDRlWKcs,Edge Communications,Technology,91080,443,False,73,1
oyUvtoDA,sForce,Technology,6803,747,False,45,1
BAGKuDzB,United Oil & Gas Corp.,Retail,48941,722,False,44,1
HOkKTzkj,"United Oil & Gas, UK",Apparel,29828,558,False,37,1
LeUByzCn,Dickenson plc,Healthcare,53729,645,False,85,0
VLcxjTOx,Express Logistics and Transport,Media,95141,78,False,41,1
kcVkVvWk,"United Oil & Gas, Singapore",Retail,24443,419,False,33,0
fBitCiro,"United Oil & Gas, UK",Healthcare,36191,600,False,35,1
DOviWwwL,"United Oil & Gas, UK",Government,51839,-1,True,66,1
aHrUtfKJ,Express Logistics and Transport,Consulting,66823,647,False,94,1
MfuAWWPH,Edge Communications,Electronics,37370,473,False,1,1
UdPXlIbP,"United Oil & Gas, Singapore",Healthcare,90303,716,False,61,1
oyggBjiJ,Dickenson plc,Apparel,11866,106,False,71,1
kgWoAmFg,Grand Hotels & Resorts Ltd,Banking,14039,131,False,96,1
